V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,PID,psid,K2,project,gc,term,Q_TotalDuration,med,consent,city,tap,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,PIIcomment,hardship,contact,trap,t01,t02,t03,t04,t05,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,SQcomment,LocationLatitude,LocationLongitude,LocationAccuracy
R_cO99adLOWnaxJqt,Default Response Set,Anonymous,,,174.29.62.81,0,2015-03-19 11:52:46,2015-03-19 11:56:49,1,1094146291,iZXUO4qzTRRHAZ0EW6KPNw**,27197,Qual712-0618WaterUtilities,1,,243,16445018726533,1,2,1,1,1,7,7,7,3,5,3,4,5,drinking,1,1,1,6,6,7,4,7,4,3,1,5,5,3,2,3,1,2,4,4,3,none,39.62370300293,-104.87380218506,-1
R_doFlIeEEh5kdO8B,Default Response Set,Anonymous,,,174.51.4.108,0,2015-03-19 11:52:07,2015-03-19 11:57:38,1,1257271636,iZXUO4qzTRRg_gM0LQIYTQ**,27197,Qual712-0618WaterUtilities,1,,331,18896792661883,1,2,1,3,3,5,6,6,2,6,4,5,6,Cleaning.,1,1,1,7,7,6,6,7,6,6,5,7,4,6,4,4,5,4,6,4,6,No comment.,39.489501953125,-104.76760101318,-1
R_bNiWi08baRDwsxn,Default Response Set,Anonymous,,,104.35.89.131,0,2015-03-19 11:55:01,2015-03-19 11:58:38,1,1131922480,iZXUO4qzTRTlqnwTlCJ6wg**,27197,Qual712-0618WaterUtilities,1,,217,17012794847203,1,1,1,1,1,7,7,7,3,5,4,5,2,cleaning dishes and personal hygiene,3,3,1,6,6,6,5,6,6,6,7,6,6,6,6,6,6,6,6,6,7,None really! The LADWP has been quite competent!!!,33.957107543945,-118.40409851074,-1
R_aVpnVG7crUWij53,Default Response Set,Anonymous,,,24.8.57.26,0,2015-03-19 11:57:22,2015-03-19 11:59:02,1,1171323284,iZXUO4qzTRQC2GK7re5LYg**,27197,Qual712-0618WaterUtilities,2,otherCity,100,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.900405883789,-104.9428024292,-1
R_883iKbHSZJKdxvT,Default Response Set,Anonymous,,,99.45.13.135,0,2015-03-19 11:58:23,2015-03-19 12:00:54,1,1079500637,iZXUO4qzTRTS92_gWxe-nA**,27197,Qual712-0618WaterUtilities,1,,151,16224894546913,1,1,1,1,1,7,7,7,7,1,1,1,1,We need all the water we can get.,1,2,1,6,7,7,6,7,7,6,6,7,6,7,7,6,6,7,7,7,7,,34.009292602539,-118.25839996338,-1
R_dj7RrBjRCiRQRRX,Default Response Set,Anonymous,,,73.219.192.54,0,2015-03-19 12:01:31,2015-03-19 12:03:10,1,1277220985,iZXUO4qzTRRQvDiJgL_ewA**,27197,Qual712-0618WaterUtilities,2,attention,99,,1,3,1,1,4,6,7,7,3,4,4,6,4,Drinking,2,1,0,,,,,,,,,,,,,,,,,,,,42.375106811523,-70.982803344727,-1
R_1LaxLuhGutJxH8h,Default Response Set,Anonymous,,,71.57.153.74,0,2015-03-19 11:58:50,2015-03-19 12:03:19,1,1270749194,iZXUO4qzTRQhg4JXsqJabg**,27197,Qual712-0618WaterUtilities,1,,269,19099360358623,1,3,1,7,7,6,7,7,4,4,4,4,4,Various reasons,4,1,1,6,4,5,5,6,6,5,5,5,5,6,6,4,4,4,4,5,5,,26.638595581055,-80.251197814941,-1
R_6PSmOPeqF39NUiN,Default Response Set,Anonymous,,,174.65.127.170,0,2015-03-19 11:47:15,2015-03-19 12:04:49,1,1277442119,iZXUO4qzTRSTlFSudySrFw**,27197,Qual712-0618WaterUtilities,2,noTapWater,1054,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.74479675293,-117.1701965332,-1
R_3gWiAsPKh43yyRn,Default Response Set,Anonymous,,,75.83.246.152,0,2015-03-19 12:02:12,2015-03-19 12:05:04,1,1145446160,iZXUO4qzTRQVRmGEqTrcOA**,27197,Qual712-0618WaterUtilities,2,attention,172,,1,1,1,6,6,7,5,4,5,5,6,5,6,df23f312f23f,5,4,0,,,,,,,,,,,,,,,,,,,,34.293502807617,-118.2566986084,-1
R_07EgnfFFsNEQyTX,Default Response Set,Anonymous,,,76.228.68.49,0,2015-03-19 12:01:57,2015-03-19 12:05:11,1,1277600076,iZXUO4qzTRQtTcJv6dv9gQ**,27197,Qual712-0618WaterUtilities,1,,194,19202329115083,1,1,1,1,4,4,7,7,4,4,4,4,4,"everyday use for bath, toilet, kitchen.",1,2,1,7,4,6,4,6,6,7,7,7,5,7,6,6,4,7,7,6,6,no comment,34.430801391602,-118.46450042725,-1
R_eKSIzX8Lt7ctUvX,Default Response Set,Anonymous,,,50.183.144.135,0,2015-03-19 12:01:05,2015-03-19 12:06:58,1,1217867680,iZXUO4qzTRSVwDigia3iOA**,27197,Qual712-0618WaterUtilities,1,,353,18304551203203,1,2,1,1,1,5,7,7,4,4,3,4,3,bathing,1,1,1,7,5,4,5,7,5,4,4,4,4,4,4,4,3,3,5,4,4,,39.705505371094,-104.96640014648,-1
R_eW3rvij6gdyHjIV,Default Response Set,Anonymous,,,73.47.184.207,0,2015-03-19 12:05:38,2015-03-19 12:08:57,1,1277956227,iZXUO4qzTRTDcaLygULSWw**,27197,Qual712-0618WaterUtilities,1,,199,19207682064613,1,3,1,2,2,6,7,7,2,4,4,4,4,"showering, washing dishes, drinking",1,1,1,7,6,2,6,7,6,5,5,6,6,5,4,4,5,4,6,4,6,no comments,42.283004760742,-71.120903015137,-1
R_bfLarFi5E7nXQON,Default Response Set,Anonymous,,,66.30.114.239,0,2015-03-19 12:09:06,2015-03-19 12:12:11,1,1263909017,iZXUO4qzTRRdkspaxPFQqg**,27197,Qual712-0618WaterUtilities,1,,185,18996552498313,1,3,1,3,4,4,4,5,2,5,5,5,3,"Drinking, probably. I only drink tap water - no soda, juice, other bevarges, etc. Of course, showering may use more, but shower water doesn't go into my body. Makes me a bit concerned about all the flouride junk. ",1,1,1,6,3,3,4,4,4,6,4,6,4,7,4,4,4,4,4,4,4,,42.364593505859,-71.102798461914,-1
R_3vDrjvJH4H9mZTf,Default Response Set,Anonymous,,,76.208.175.15,0,2015-03-19 12:12:54,2015-03-19 12:14:29,1,1132043333,iZXUO4qzTRSjvv2Bz39yjg**,27197,Qual712-0618WaterUtilities,1,,95,17014611267793,1,1,1,4,3,4,7,7,4,5,4,4,5,Keeping clean,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,34.108093261719,-118.22869873047,-1
R_doFIyp2CqFV6RQF,Default Response Set,Anonymous,,,172.56.38.30,0,2015-03-19 12:12:56,2015-03-19 12:16:07,1,1259928945,iZXUO4qzTRTGbMq4LYguKA**,27197,Qual712-0618WaterUtilities,2,attention,191,,1,1,1,1,1,7,7,7,7,3,1,1,1,Kitchen / ,4,6,0,,,,,,,,,,,,,,,,,,,,34.052200317383,-118.24369812012,-1
R_3UXY7yLMzaGjZbL,Default Response Set,Anonymous,,,50.201.94.210,0,2015-03-19 12:12:27,2015-03-19 12:17:26,1,1264167897,iZXUO4qzTRQqJP1lCT-Wvw**,27197,Qual712-0618WaterUtilities,1,,299,19000443464713,1,3,1,6,6,3,3,4,4,5,6,6,5,Cooking,4,4,1,6,4,5,4,5,4,5,5,5,5,4,5,5,4,5,4,5,5,No,42.342407226562,-71.087799072266,-1
R_0ugHRTHZy8dZZPv,Default Response Set,Anonymous,,,72.241.168.85,0,2015-03-19 12:09:21,2015-03-19 12:17:29,1,1277207653,iZXUO4qzTRTkBu2ptQbWvA**,27197,Qual712-0618WaterUtilities,1,,488,19196430997393,1,1,1,1,3,5,5,7,3,4,2,7,6,Cooking and drinking,7,2,1,7,3,7,7,6,7,5,3,3,3,4,2,5,4,4,2,4,2,We recently had an algae bloom and couldn't drink the water,41.703506469727,-83.605201721191,-1
R_0kWq77T2S7VZEH3,Default Response Set,Anonymous,,,75.68.178.143,0,2015-03-19 12:16:45,2015-03-19 12:19:15,1,1277812660,iZXUO4qzTRQO4-X7FExoFA**,27197,Qual712-0618WaterUtilities,1,,150,19205524252603,1,3,1,1,1,7,7,7,3,4,3,4,2,"Showering, washing dishes, drinking, the toilet",1,3,1,6,6,5,4,5,3,5,4,4,4,4,4,4,4,4,5,4,4,N/A,42.279296875,-71.165702819824,-1
R_81ZbH4kTjeiomWh,Default Response Set,Anonymous,,,108.235.139.177,0,2015-03-19 12:20:26,2015-03-19 12:21:06,1,1278626373,iZXUO4qzTRS1Jh8a-1Mnfg**,27197,Qual712-0618WaterUtilities,2,noTapWater,40,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.916397094727,-118.40409851074,-1
R_1XQRpc7162LNjbT,Default Response Set,Anonymous,,,65.96.151.79,0,2015-03-19 12:19:11,2015-03-19 12:22:08,1,1278624733,iZXUO4qzTRS3epHOBG-27Q**,27197,Qual712-0618WaterUtilities,1,,177,19217729709793,1,3,1,1,1,7,6,7,6,2,1,3,2,Drinking water,1,1,1,7,6,6,5,6,4,4,4,4,4,4,4,4,5,4,4,4,4,You should probably ask if the person feels comfortable drinking the tap water.,42.242904663086,-71.009803771973,-1
R_81idW0XTr5iadjn,Default Response Set,Anonymous,,,173.254.247.26,0,2015-03-19 12:17:29,2015-03-19 12:22:12,1,1208696187,iZXUO4qzTRT1P1HH4NveLg**,27197,Qual712-0618WaterUtilities,1,,283,18166703663413,1,2,1,3,4,4,6,7,3,6,4,5,4,Toilet flushing,1,2,1,7,6,5,4,4,7,7,4,7,4,6,4,4,4,4,5,4,4,Tap water in Denver comes from the mountains and is fairly good---It's never a worry (except during drought). / ,34.043792724609,-118.25120544434,-1
R_3auBw1ap2UDwzOZ,Default Response Set,Anonymous,,,216.3.171.26,0,2015-03-19 12:22:42,2015-03-19 12:24:02,1,1159494737,iZXUO4qzTRQFZMm308UdhQ**,27197,Qual712-0618WaterUtilities,1,,80,17427205869913,1,2,1,3,4,6,5,6,5,2,4,4,4,Availability,7,7,1,7,7,6,7,7,6,4,5,4,6,4,5,7,7,4,6,7,4,,38,-97,-1
R_e5TVvQY9xjZ0wYt,Default Response Set,Anonymous,,,199.94.91.137,0,2015-03-19 12:23:25,2015-03-19 12:26:01,1,1257077880,iZXUO4qzTRTNqs1ciZYTZA**,27197,Qual712-0618WaterUtilities,1,,156,18893880509203,1,3,1,1,1,5,7,7,2,7,3,6,7,Hydration,1,1,1,6,6,6,6,5,6,6,5,6,4,6,4,4,4,4,4,4,4,"Water is covered by my landlord, I don't deal with the bill",42.349594116211,-71.074600219727,-1
R_cIVv9beQAinC6dn,Default Response Set,Anonymous,,,64.17.88.86,0,2015-03-19 12:26:05,2015-03-19 12:29:11,1,1131893817,iZXUO4qzTRRan9ychZUBFg**,27197,Qual712-0618WaterUtilities,1,,186,17012364042313,1,2,1,1,2,7,7,7,5,4,3,4,2,Washing clothes,1,1,1,6,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,4,6,None,39.843597412109,-105.37650299072,-1
R_afw0MscEL33v6HX,Default Response Set,Anonymous,,,66.87.150.237,0,2015-03-19 12:26:11,2015-03-19 12:29:33,1,1273002135,iZXUO4qzTRRrQPXq5hsBYQ**,27197,Qual712-0618WaterUtilities,1,,202,19133222061853,1,2,1,2,2,5,5,6,6,4,2,4,2,"Dishes, cleaning, watering plants, bathing, do drink some",1,3,1,6,6,6,4,5,5,5,5,5,5,5,5,5,6,5,5,6,6,"None, no issues",39.72900390625,-104.95279693604,-1
R_aaFd8bTbcjZE1Yp,Default Response Set,Anonymous,,,216.185.58.179,0,2015-03-19 12:29:40,2015-03-19 12:29:54,1,1275602308,iZXUO4qzTRSnW6mL6Y2ddw**,27197,Qual712-0618WaterUtilities,2,otherCity,14,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.965301513672,-83.023498535156,-1
R_0ct32QPtXB7sOKV,Default Response Set,Anonymous,,,96.237.196.247,0,2015-03-19 12:27:12,2015-03-19 12:30:13,1,1183222126,iZXUO4qzTRSqg_1PveLjog**,27197,Qual712-0618WaterUtilities,1,,181,17783828526583,1,3,1,1,1,7,7,7,7,1,2,1,2,for bathing,4,1,1,7,5,7,6,5,5,7,5,7,5,7,6,6,6,6,5,5,6,we are on well water,41.662796020508,-70.944702148438,-1
R_1SadjTD4EjTupo1,Default Response Set,Anonymous,,,70.20.18.11,0,2015-03-19 12:30:16,2015-03-19 12:30:29,1,1269388846,iZXUO4qzTRSikAtnZAOKZg**,27197,Qual712-0618WaterUtilities,2,otherCity,13,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.549301147461,-71.255798339844,-1
R_6tJwFiIhEBdLfVj,Default Response Set,Anonymous,,,67.6.147.82,0,2015-03-19 12:19:39,2015-03-19 12:31:59,1,1131901445,iZXUO4qzTRR5GQibWWLwuA**,27197,Qual712-0618WaterUtilities,1,,740,17012478691153,1,2,1,2,4,5,6,6,1,7,6,6,5,bathing ,5,1,1,6,2,1,1,4,3,6,5,6,4,6,4,3,4,5,5,5,3,,39.660293579102,-104.84380340576,-1
R_ebbux7xN6gisJGR,Default Response Set,Anonymous,,,76.79.112.58,0,2015-03-19 12:30:21,2015-03-19 12:32:10,1,1131857057,iZXUO4qzTRS7oqigmSSgqQ**,27197,Qual712-0618WaterUtilities,1,,109,17011811539513,1,1,1,7,7,1,1,4,1,7,7,7,7,Toliet,4,1,1,6,2,3,2,4,4,6,4,4,4,4,4,4,4,4,4,4,4,No Comment,33.835296630859,-117.91450500488,-1
R_bIxwT2c6dwSclUN,Default Response Set,Anonymous,,,67.164.169.133,0,2015-03-19 12:28:01,2015-03-19 12:32:21,1,1274851204,iZXUO4qzTRT2OOO2rW9iNA**,27197,Qual712-0618WaterUtilities,1,,260,19161013568923,1,2,1,1,1,6,7,7,5,4,5,4,3,water plants cooking / ,5,3,1,7,1,1,1,6,3,4,3,2,3,4,3,1,3,3,7,2,2,the water is dirty,39.935501098633,-105.04730224609,-1
R_8IbC0K1OKGODKPr,Default Response Set,Anonymous,,,68.171.110.4,0,2015-03-19 12:29:51,2015-03-19 12:33:14,1,1218526199,iZXUO4qzTRRcPQgYeEgKGw**,27197,Qual712-0618WaterUtilities,2,otherCity,203,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.724792480469,-112.08889770508,-1
R_5bsLOwtAEAxoi0Z,Default Response Set,Anonymous,,,71.119.31.113,0,2015-03-19 12:37:31,2015-03-19 12:38:16,1,1274946580,iZXUO4qzTRTKw0Gql-8-aQ**,27197,Qual712-0618WaterUtilities,2,otherCity,45,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.907104492188,-118.07669830322,-1
R_agHosAKIXjkiEzH,Default Response Set,Anonymous,,,72.74.23.238,0,2015-03-19 12:38:12,2015-03-19 12:38:36,1,1277787224,iZXUO4qzTRQd2Qcbi9xXQg**,27197,Qual712-0618WaterUtilities,2,otherCity,24,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.416595458984,-71.146896362305,-1
R_3xbwOUEUQmVkOi1,Default Response Set,Anonymous,,,24.218.105.196,0,2015-03-19 12:34:59,2015-03-19 12:40:12,1,1255650613,iZXUO4qzTRTmfwBeFdy-yg**,27197,Qual712-0618WaterUtilities,1,,313,18872428686193,1,3,1,1,1,7,6,7,6,1,2,4,1,"We use water for everything, washing laundry, showering, brushing teath, drinking",5,1,1,4,5,5,5,5,4,6,5,5,6,6,6,4,5,5,5,6,5,none,42.7958984375,-71.056999206543,-1
R_5dIMdTilWnlj1Hf,Default Response Set,Anonymous,,,98.118.112.98,0,2015-03-19 12:38:33,2015-03-19 12:40:41,1,1268256243,iZXUO4qzTRSDTiuT3ARPzA**,27197,Qual712-0618WaterUtilities,1,,128,19061891305093,1,3,1,1,3,4,7,7,4,4,6,4,4,"laundry, dishes, cooking, bathing",1,1,1,7,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,,42.658996582031,-71.448402404785,-1
R_0k66T7e9H5j6Usd,Default Response Set,Anonymous,,,107.2.202.232,0,2015-03-19 12:37:43,2015-03-19 12:40:49,1,1275097958,iZXUO4qzTRQpre0IzYEqng**,27197,Qual712-0618WaterUtilities,1,,186,19164722281543,1,2,1,1,2,6,7,7,4,4,2,4,4,drinking,2,1,1,7,7,6,6,6,6,7,6,6,6,6,6,6,6,6,5,6,6,,39.935501098633,-105.04730224609,-1
R_benxhc2gjSdsGEd,Default Response Set,Anonymous,,,23.243.9.111,0,2015-03-19 12:34:35,2015-03-19 12:41:46,1,1188474585,iZXUO4qzTRRvpEO2g48PNA**,27197,Qual712-0618WaterUtilities,1,,431,17862772985353,1,1,1,1,2,7,7,7,4,4,4,2,2,cook food,2,1,1,7,4,3,3,6,4,4,2,2,2,2,2,2,2,2,4,2,2,none,33.957107543945,-118.40409851074,-1
R_1BltvTFvBSrKNhP,Default Response Set,Anonymous,,,75.166.84.74,0,2015-03-19 12:31:15,2015-03-19 12:43:05,1,1195239692,iZXUO4qzTRTLMmvOL3JJFw**,27197,Qual712-0618WaterUtilities,1,,710,17964452543563,1,2,1,7,7,7,1,1,1,7,7,7,7,Taking a shower,1,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,39.705505371094,-104.96640014648,-1
R_6mx8hU5H8LDfGtf,Default Response Set,Anonymous,,,70.234.200.254,0,2015-03-19 12:37:26,2015-03-19 12:44:24,1,1275263758,iZXUO4qzTRRwjXPlR1Qt7Q**,27197,Qual712-0618WaterUtilities,1,,418,19167214255543,1,1,1,1,1,7,7,7,2,7,7,5,5,for showering,6,4,1,6,1,2,1,1,4,6,4,6,6,4,4,4,4,4,1,3,4,,34.076400756836,-118.26260375977,-1
R_aatfC2TvTu21r9z,Default Response Set,Anonymous,,,65.128.57.213,0,2015-03-19 12:40:22,2015-03-19 12:47:24,1,1167570521,iZXUO4qzTRS7s9xsQ0t3lQ**,27197,Qual712-0618WaterUtilities,1,,422,17548584903433,1,2,1,1,2,7,7,7,6,4,3,4,3,to drink,1,1,1,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,4,6,6,,39.67170715332,-104.92710113525,-1
R_8wVwzXsMaMdQRIF,Default Response Set,Anonymous,,,99.48.182.30,0,2015-03-19 12:45:28,2015-03-19 12:48:08,1,1208584745,iZXUO4qzTRRRP3w2BbrU8Q**,27197,Qual712-0618WaterUtilities,2,attention,160,,1,1,1,1,2,7,7,7,3,5,4,5,3,Drinking,5,2,0,,,,,,,,,,,,,,,,,,,,34.146301269531,-118.42929840088,-1
R_cMUHlHrcn6Gpam1,Default Response Set,Anonymous,,,50.206.109.2,0,2015-03-19 12:49:25,2015-03-19 12:49:44,1,1131887009,iZXUO4qzTRTaIS-zqZDwGA**,27197,Qual712-0618WaterUtilities,2,otherCity,19,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.60969543457,-111.93910217285,-1
R_bNHleHBwTW1Y5U1,Default Response Set,Anonymous,,,174.16.105.163,0,2015-03-19 12:45:06,2015-03-19 12:50:17,1,1278621989,iZXUO4qzTRTHs_AmdODjpQ**,27197,Qual712-0618WaterUtilities,2,attention,311,,1,2,1,1,4,6,6,7,6,3,1,4,1,drinking ,4,2,0,,,,,,,,,,,,,,,,,,,,39.739303588867,-104.85649871826,-1
R_0ujP2QqKrmzjeiF,Default Response Set,Anonymous,,,63.137.145.225,0,2015-03-19 12:49:19,2015-03-19 12:50:48,1,1094983011,iZXUO4qzTRRxAaIxmKotKw**,27197,Qual712-0618WaterUtilities,2,consent,89,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.649993896484,-90.533401489258,-1
R_0uOWEcZGLjqsTOZ,Default Response Set,Anonymous,,,73.149.21.58,0,2015-03-19 12:45:11,2015-03-19 12:51:00,1,1277763172,iZXUO4qzTRR358kiVnVTnQ**,27197,Qual712-0618WaterUtilities,1,,349,19204780447963,1,3,1,1,1,7,7,7,6,1,1,2,1,Drink cook wash,1,1,1,7,7,7,7,7,4,5,4,7,4,4,4,4,4,4,4,4,4,,38,-97,-1
R_abl4ppzhCtWMF0N,Default Response Set,Anonymous,,,172.248.58.150,0,2015-03-19 12:52:23,2015-03-19 12:53:30,1,1275864570,iZXUO4qzTRRGDWm_-R4GmA**,27197,Qual712-0618WaterUtilities,1,,67,19176244459903,1,1,1,4,5,5,4,6,5,4,6,5,3,To drink ,4,1,1,5,4,5,3,6,6,5,5,4,5,4,5,6,5,5,5,4,5,,33.816101074219,-117.97940063477,-1
R_6QM5fwb3C5C68DP,Default Response Set,Anonymous,,,98.118.28.172,0,2015-03-19 12:55:17,2015-03-19 12:57:20,1,1277815588,iZXUO4qzTRSDFZbvmZ5vUQ**,27197,Qual712-0618WaterUtilities,1,,123,19205568260443,1,3,1,5,3,5,7,7,2,7,7,7,3,Bathe and to clean dishes and clothing. ,2,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,N/A,42.576705932617,-70.954902648926,-1
R_1HueOxmudVZvyQZ,Default Response Set,Anonymous,,,107.0.156.3,0,2015-03-19 12:53:49,2015-03-19 12:57:24,1,1131876225,iZXUO4qzTRSaOvBc3uZfIA**,27197,Qual712-0618WaterUtilities,1,,215,17012099634553,1,2,1,1,1,7,7,7,4,4,1,5,4,Drinking,1,1,1,7,7,7,7,7,6,7,6,7,7,7,6,6,7,6,7,7,7,no,41.868606567383,-72.823402404785,-1
R_eb3VEEmKD6pQaWN,Default Response Set,Anonymous,,,97.118.60.81,0,2015-03-19 12:51:28,2015-03-19 12:58:20,1,1271424568,iZXUO4qzTRQU5Gcd1k4W9w**,27197,Qual712-0618WaterUtilities,1,,412,19109511229843,1,2,1,1,1,2,5,6,3,1,1,4,1,Washing clothes and drinking and showering. ,7,3,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,39.731994628906,-104.98390197754,-1
R_6qT6EFXNFdfw3WJ,Default Response Set,Anonymous,,,174.29.164.252,0,2015-03-19 12:54:52,2015-03-19 12:59:11,1,1131929837,iZXUO4qzTRS5UoiDRdWYMg**,27197,Qual712-0618WaterUtilities,1,,259,17012905422913,1,2,1,3,4,6,5,6,3,6,4,5,3,Taking pills,2,1,1,6,5,4,4,6,5,4,4,4,4,4,4,4,2,4,5,4,4,.,39.731994628906,-104.98390197754,-1
R_3EmiLx4d6IuRYzP,Default Response Set,Anonymous,,,173.60.32.87,0,2015-03-19 12:55:12,2015-03-19 12:59:29,1,1106184812,iZXUO4qzTRR9U7j9Pnyd1Q**,27197,Qual712-0618WaterUtilities,1,,257,16625957697163,1,1,1,1,1,7,7,7,4,4,4,4,1,for drinking,4,1,1,6,3,5,2,3,4,6,4,5,4,4,4,2,1,4,4,4,4, please stop putting fluoride in it ,34.096405029297,-117.966796875,-1
R_2f9eVEc06ZhyPrv,Default Response Set,Anonymous,,,73.38.152.24,0,2015-03-19 12:52:27,2015-03-19 12:59:42,1,1079193006,iZXUO4qzTRRPvIT4ZKxixw**,27197,Qual712-0618WaterUtilities,1,,435,16220270852983,1,3,1,1,1,7,7,7,7,1,1,1,1,Drinking,1,2,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Different kind of topic for a survey,42.0166015625,-71.223098754883,-1
R_daQha8mXBMIUfGJ,Default Response Set,Anonymous,,,108.38.182.97,0,2015-03-19 12:59:17,2015-03-19 13:01:05,1,1230079312,iZXUO4qzTRSdiKTOfMn4TA**,27197,Qual712-0618WaterUtilities,1,,108,18488092032163,1,1,1,3,2,7,4,7,4,3,3,5,3,"dish washing, shower",4,1,1,6,6,6,5,6,6,5,6,6,6,6,6,6,4,6,6,5,5,,33.674606323242,-118.00859832764,-1
R_6fp73QMtqoTepc9,Default Response Set,Anonymous,,,72.168.160.8,0,2015-03-19 12:47:16,2015-03-19 13:03:22,1,1091052507,iZXUO4qzTRTp_m8nPSZqAQ**,27197,Qual712-0618WaterUtilities,1,,966,16398519153013,1,2,1,2,1,4,7,7,4,7,2,6,4,drinking,5,2,1,5,6,6,4,7,5,7,5,7,4,7,5,5,5,5,5,5,4,,33.520706176758,-86.80249786377,-1
R_4GUjNuLrqpNQv2d,Default Response Set,Anonymous,,,23.122.157.59,0,2015-03-19 13:03:14,2015-03-19 13:04:34,1,1225537740,iZXUO4qzTRTFQD_mOZb7hg**,27197,Qual712-0618WaterUtilities,2,attention,80,,1,1,1,6,4,4,6,5,3,5,3,5,3,shower,5,5,0,,,,,,,,,,,,,,,,,,,,34.520004272461,-118.08349609375,-1
R_dnz3k3b6s1X3hvn,Default Response Set,Anonymous,,,205.197.242.161,0,2015-03-19 12:56:06,2015-03-19 13:05:31,1,1277811040,iZXUO4qzTRTKMGJ6psn-HQ**,27197,Qual712-0618WaterUtilities,1,,565,19205499904003,1,2,1,1,1,6,1,1,6,2,6,6,6,"Baths drinking, cooking,cleaning ",1,1,1,7,7,7,7,7,7,7,6,7,7,7,7,6,7,6,7,6,7,None ,38,-97,-1
R_3eDB0PMIH4x1445,Default Response Set,Anonymous,,,50.187.69.83,0,2015-03-19 12:59:56,2015-03-19 13:05:41,1,1254518068,iZXUO4qzTRRg-yQ_r1DPSA**,27197,Qual712-0618WaterUtilities,2,attention,345,,1,3,1,1,1,7,7,7,7,3,1,1,1, CONSUMPTION,1,2,0,,,,,,,,,,,,,,,,,,,,42.245101928711,-71.18399810791,-1
R_6AtAUE52lGzoWNv,Default Response Set,Anonymous,,,99.108.9.25,0,2015-03-19 13:06:41,2015-03-19 13:07:13,1,1278529109,iZXUO4qzTRTR_tlL08MQYg**,27197,Qual712-0618WaterUtilities,2,otherCity,32,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.535095214844,-117.70520019531,-1
R_bd75C7fVayH01N3,Default Response Set,Anonymous,,,100.0.180.232,0,2015-03-19 13:03:35,2015-03-19 13:07:27,1,1278037634,iZXUO4qzTRQu5gH5r6eVvg**,27197,Qual712-0618WaterUtilities,1,,232,19208905611823,1,3,1,2,2,6,5,6,4,4,5,4,4,Washing and filling Brita filter,4,1,1,7,5,6,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,No comment,42.428100585938,-71.05460357666,-1
R_6YbLJLc7hRY0RzD,Default Response Set,Anonymous,,,67.225.219.188,0,2015-03-19 13:04:13,2015-03-19 13:07:59,1,1231628158,iZXUO4qzTRQRtSrBUKHASw**,27197,Qual712-0618WaterUtilities,1,,226,18511371187543,1,2,1,1,1,5,7,7,6,4,4,4,5,Bathing,1,1,1,7,7,7,7,7,4,6,4,7,6,4,4,4,4,4,4,4,4,None,42.725692749023,-84.636001586914,-1
R_eIGIH0Q43f5ANiB,Default Response Set,Anonymous,,,66.31.50.143,0,2015-03-19 13:06:21,2015-03-19 13:08:11,1,1208631733,iZXUO4qzTRQ5AdfLwaJARA**,27197,Qual712-0618WaterUtilities,1,,110,18165734919793,1,3,1,1,2,6,6,7,3,1,2,5,5,needs to drink and shower,7,2,1,2,4,3,1,2,4,5,3,4,5,5,4,3,4,3,5,6,3,its expensive and big  bills,42.428100585938,-71.05460357666,-1
R_czQatsPMhr66jRz,Default Response Set,Anonymous,,,76.95.129.57,0,2015-03-19 13:06:39,2015-03-19 13:11:46,1,1277272951,iZXUO4qzTRTKrIieV3aSqw**,27197,Qual712-0618WaterUtilities,1,,307,19197412426333,1,1,1,1,1,6,7,7,6,1,1,3,1,"washing hands and bushing teeth, washing dishes, showering",1,1,1,7,1,1,4,1,7,7,4,4,4,7,7,7,4,7,7,4,7,"i try to save water as much as i can. i never leave water running, ",34.202301025391,-118.44680023193,-1
