Sample_No,Date_Sampled,Sample_Point,Zone,Measure,Result,Units
5459792,2018-02-07,S17696,Tarnstead,Turbidity,0.1,NTU
5459747,2018-02-06,S17769,Bellmoral,Turbidity,0.05,NTU
5460276,2018-02-20,S14758,Bellmoral,THMs,0.12,mg/L
5555598,2018-02-21,S14271,Strathmore,Turbidity,0.1,NTU
5580797,2018-04-26,S17463,Snake's Canyon,E Coli,0,Orgs/100mL
5577977,2018-03-15,S13840,Wakefield,Turbidity,0.05,NTU
5472480,2018-03-15,S14271,Strathmore,THMs,0.13,mg/L
5577979,2018-03-15,S12921,Swadlincote,Turbidity,0.05,NTU
5480806,2018-03-20,S14733,Bellmoral,E Coli,0,Orgs/100mL
5484321,2018-03-21,S16510,Strathmore,E Coli,0,Orgs/100mL
5484293,2018-03-21,S10129,Paethsmouth,E Coli,0,Orgs/100mL
5484271,2018-03-21,S14759,Blancathey,E Coli,0,Orgs/100mL
5459793,2018-02-07,S14514,Blancathey,Turbidity,0.1,NTU
5281355,2017-08-16,S11254,Wakefield,Turbidity,0.1,NTU
5281388,2017-08-16,S14271,Strathmore,Turbidity,0.1,NTU
5281356,2017-08-16,S10837,Tarnstead,Turbidity,0.2,NTU
5281351,2017-08-16,S16489,Paethsmouth,Turbidity,0.05,NTU
5281336,2017-08-16,S14755,Blancathey,Turbidity,0.1,NTU
5281354,2017-08-16,S18682,Snake's Canyon,Turbidity,0.1,NTU
5574407,2018-03-12,S17867,Southwold,Turbidity,0.05,NTU
5582047,2018-06-11,S13371,Southwold,Turbidity,0.2,NTU
5491365,2018-03-27,S10232,Bellmoral,E Coli,0,Orgs/100mL
5735000,2018-08-14,S17769,Bellmoral,E Coli,0,Orgs/100mL
5462764,2018-03-07,S13397,Merton,E Coli,0,Orgs/100mL
5580800,2018-04-26,S14790,Blancathey,E Coli,0,Orgs/100mL
5580771,2018-04-25,S14758,Bellmoral,Turbidity,0.1,NTU
5580878,2018-04-29,S14049,Southwold,E Coli,0,Orgs/100mL
5690340,2018-07-05,S17173,Swadlincote,Turbidity,0.2,NTU
5690316,2018-07-04,S16870,Wakefield,Turbidity,0.1,NTU
5491391,2018-03-28,S16451,Blancathey,E Coli,0,Orgs/100mL
5491402,2018-03-28,S11422,Swadlincote,E Coli,0,Orgs/100mL
5690303,2018-07-04,S15053,Blancathey,E Coli,0,Orgs/100mL
5690314,2018-07-04,S11466,Snake's Canyon,Turbidity,0.2,NTU
5690341,2018-07-05,S16510,Strathmore,E Coli,0,Orgs/100mL
5581207,2018-05-09,S17721,Tarnstead,E Coli,0,Orgs/100mL
5581189,2018-05-09,S11021,Blancathey,E Coli,0,Orgs/100mL
5581217,2018-05-09,S11076,Strathmore,E Coli,0,Orgs/100mL
5491398,2018-03-28,S14567,Tarnstead,E Coli,0,Orgs/100mL
5491403,2018-03-28,S15163,Strathmore,E Coli,0,Orgs/100mL
5579989,2018-04-03,S17696,Tarnstead,E Coli,0,Orgs/100mL
5491407,2018-03-28,S13397,Merton,Turbidity,0.1,NTU
5579998,2018-04-05,S18703,Pontybridge,E Coli,0,Orgs/100mL
5579958,2018-04-04,S17620,Bellmoral,E Coli,0,Orgs/100mL
5579987,2018-04-04,S13971,Snake's Canyon,E Coli,0,Orgs/100mL
5491408,2018-03-28,S19541,Paethsmouth,Turbidity,0.05,NTU
5579971,2018-04-04,S17620,Bellmoral,Turbidity,0.05,NTU
5579988,2018-04-03,S16870,Wakefield,E Coli,0,Orgs/100mL
5690306,2018-07-04,S13397,Merton,Turbidity,0.6,NTU
5690341,2018-07-05,S16510,Strathmore,Turbidity,0.1,NTU
5690436,2018-07-08,S11715,Southwold,E Coli,0,Orgs/100mL
5581215,2018-05-09,S16901,Pontybridge,Turbidity,0.2,NTU
5581215,2018-05-09,S16901,Pontybridge,E Coli,0,Orgs/100mL
5581003,2018-05-02,S17173,Swadlincote,E Coli,0,Orgs/100mL
5580811,2018-04-26,S16870,Wakefield,THMs,0.007,mg/L
5580982,2018-05-02,S16332,Paethsmouth,E Coli,0,Orgs/100mL
5581004,2018-05-02,S14271,Strathmore,E Coli,0,Orgs/100mL
5581004,2018-05-02,S14271,Strathmore,Turbidity,0.1,NTU
5605666,2018-03-28,S18682,Snake's Canyon,Turbidity,0.05,NTU
5690902,2018-07-18,S15929,Blancathey,Turbidity,0.2,NTU
5690960,2018-07-18,S12921,Swadlincote,E Coli,0,Orgs/100mL
5690904,2018-07-18,S19914,Merton,Turbidity,0.2,NTU
5690959,2018-07-18,S13317,Pontybridge,Turbidity,0.3,NTU
5579985,2018-04-05,S19666,Paethsmouth,E Coli,0,Orgs/100mL
5579843,2018-04-02,S10133,Southwold,Turbidity,0.05,NTU
5605667,2018-03-28,S11254,Wakefield,Turbidity,0.2,NTU
5580009,2018-04-05,S11076,Strathmore,E Coli,0,Orgs/100mL
5580008,2018-04-05,S14812,Swadlincote,E Coli,0,Orgs/100mL
5690691,2018-07-15,S14049,Southwold,Turbidity,0.3,NTU
5582230,2018-06-14,S13971,Snake's Canyon,THMs,0.006,mg/L
5690862,2018-07-17,S18588,Bellmoral,E Coli,0,Orgs/100mL
5594859,2018-06-20,S19914,Merton,E Coli,0,Orgs/100mL
5594869,2018-06-20,S13446,Wakefield,E Coli,0,Orgs/100mL
5690902,2018-07-18,S15929,Blancathey,E Coli,0,Orgs/100mL
5690960,2018-07-18,S12921,Swadlincote,Turbidity,0.2,NTU
5579983,2018-04-05,S18186,Merton,E Coli,0,Orgs/100mL
5491411,2018-03-28,S18865,Pontybridge,THMs,0.007,mg/L
5585897,2018-04-03,S17696,Tarnstead,Turbidity,0.05,NTU
5605665,2018-03-28,S15984,Blancathey,Turbidity,0.05,NTU
5491411,2018-03-28,S18865,Pontybridge,Turbidity,0.05,NTU
5579982,2018-04-04,S19811,Blancathey,E Coli,0,Orgs/100mL
5579984,2018-04-05,S19339,Paethsmouth,E Coli,0,Orgs/100mL
5609388,2018-04-05,S18186,Merton,Turbidity,0.05,NTU
5491408,2018-03-28,S19541,Paethsmouth,THMs,0.008,mg/L
5605673,2018-03-28,S14567,Tarnstead,Turbidity,0.05,NTU
5580249,2018-04-10,S17769,Bellmoral,E Coli,0,Orgs/100mL
5580544,2018-04-17,S13874,Bellmoral,THMs,0.006,mg/L
5484296,2018-03-21,S10990,Snake's Canyon,E Coli,0,Orgs/100mL
5484294,2018-03-21,S16489,Paethsmouth,E Coli,0,Orgs/100mL
5459531,2018-01-31,S15280,Strathmore,Turbidity,0.05,NTU
5555617,2018-02-21,S13397,Merton,Turbidity,0.2,NTU
5460362,2018-02-25,S11765,Southwold,E Coli,0,Orgs/100mL
5460298,2018-02-21,S11207,Snake's Canyon,Turbidity,0.3,NTU
5555997,2018-02-25,S11765,Southwold,Turbidity,0.1,NTU
5460297,2018-02-21,S16332,Paethsmouth,THMs,0.13,mg/L
5582219,2018-06-14,S19666,Paethsmouth,E Coli,0,Orgs/100mL
5581187,2018-05-09,S15929,Blancathey,E Coli,0,Orgs/100mL
5582222,2018-06-14,S13971,Snake's Canyon,E Coli,0,Orgs/100mL
5582252,2018-06-14,S14271,Strathmore,Turbidity,0.7,NTU
5566187,2018-02-28,S16474,Snake's Canyon,Turbidity,0.1,NTU
5582215,2018-06-14,S16451,Blancathey,E Coli,0,Orgs/100mL
5582217,2018-06-14,S13397,Merton,Turbidity,0.7,NTU
5582244,2018-06-14,S18255,Swadlincote,Turbidity,0.2,NTU
5582222,2018-06-14,S13971,Snake's Canyon,Turbidity,0.1,NTU
5459803,2018-02-07,S18255,Swadlincote,Turbidity,0.1,NTU
5459773,2018-02-07,S13397,Merton,Turbidity,0.1,NTU
5580878,2018-04-29,S14049,Southwold,Turbidity,0.1,NTU
5581190,2018-05-09,S19914,Merton,E Coli,0,Orgs/100mL
5581190,2018-05-09,S19914,Merton,Turbidity,0.2,NTU
5580985,2018-05-02,S17696,Tarnstead,E Coli,0,Orgs/100mL
5580981,2018-05-02,S13230,Paethsmouth,E Coli,0,Orgs/100mL
5580983,2018-05-02,S11207,Snake's Canyon,E Coli,0,Orgs/100mL
5580978,2018-05-02,S17245,Blancathey,E Coli,0,Orgs/100mL
5580984,2018-05-02,S11858,Wakefield,E Coli,0,Orgs/100mL
5580986,2018-05-02,S14901,Snake's Canyon,E Coli,0,Orgs/100mL
5580831,2018-04-26,S13306,Pontybridge,THMs,0.006,mg/L
5581207,2018-05-09,S17721,Tarnstead,Turbidity,0.1,NTU
5581216,2018-05-09,S14363,Swadlincote,Turbidity,0.2,NTU
5581217,2018-05-09,S11076,Strathmore,Turbidity,5.29,NTU
5580980,2018-05-02,S13397,Merton,Turbidity,0.1,NTU
5580980,2018-05-02,S13397,Merton,E Coli,0,Orgs/100mL
5580981,2018-05-02,S13230,Paethsmouth,Turbidity,0.3,NTU
5581052,2018-05-06,S19084,Southwold,E Coli,0,Orgs/100mL
5581003,2018-05-02,S17173,Swadlincote,Turbidity,0.1,NTU
5580965,2018-05-01,S14733,Bellmoral,Turbidity,0.1,NTU
5580979,2018-05-02,S17516,Blancathey,E Coli,0,Orgs/100mL
5582231,2018-06-14,S11254,Wakefield,Turbidity,0.2,NTU
5580792,2018-04-26,S15053,Blancathey,E Coli,0,Orgs/100mL
5580793,2018-04-26,S18186,Merton,E Coli,0,Orgs/100mL
5581187,2018-05-09,S15929,Blancathey,Turbidity,0.1,NTU
5581216,2018-05-09,S14363,Swadlincote,E Coli,0,Orgs/100mL
5735024,2018-08-15,S14759,Blancathey,E Coli,0,Orgs/100mL
5609390,2018-04-05,S11076,Strathmore,Turbidity,0.05,NTU
5690906,2018-07-18,S18691,Paethsmouth,Turbidity,0.2,NTU
5690862,2018-07-17,S18588,Bellmoral,Turbidity,0.2,NTU
5691230,2018-07-25,S14790,Blancathey,E Coli,0,Orgs/100mL
5691239,2018-07-25,S18038,Paethsmouth,Turbidity,0.2,NTU
5691237,2018-07-25,S13397,Merton,Turbidity,0.3,NTU
5691254,2018-07-25,S11076,Strathmore,E Coli,0,Orgs/100mL
5691240,2018-07-25,S16474,Snake's Canyon,Turbidity,0.2,NTU
5735231,2018-08-22,S19811,Blancathey,E Coli,0,Orgs/100mL
5735230,2018-08-22,S14755,Blancathey,E Coli,0,Orgs/100mL
5605675,2018-03-28,S15163,Strathmore,Turbidity,0.05,NTU
5605674,2018-03-28,S11422,Swadlincote,Turbidity,0.05,NTU
5580029,2018-04-05,S14812,Swadlincote,Turbidity,0.05,NTU
5609375,2018-04-08,S13531,Southwold,Turbidity,0.05,NTU
5609389,2018-04-05,S18703,Pontybridge,Turbidity,0.05,NTU
5690904,2018-07-18,S19914,Merton,E Coli,0,Orgs/100mL
5690961,2018-07-18,S14271,Strathmore,Turbidity,0.2,NTU
5690913,2018-07-18,S11254,Wakefield,Turbidity,0.2,NTU
5691154,2018-07-24,S14733,Bellmoral,E Coli,0,Orgs/100mL
5691241,2018-07-25,S13446,Wakefield,E Coli,0,Orgs/100mL
5691242,2018-07-25,S17721,Tarnstead,Turbidity,0.2,NTU
5691238,2018-07-25,S19152,Paethsmouth,E Coli,0,Orgs/100mL
5690961,2018-07-18,S14271,Strathmore,E Coli,0,Orgs/100mL
5690913,2018-07-18,S11254,Wakefield,E Coli,0,Orgs/100mL
5691241,2018-07-25,S13446,Wakefield,Turbidity,0.2,NTU
5691242,2018-07-25,S17721,Tarnstead,E Coli,0,Orgs/100mL
5691231,2018-07-25,S14317,Blancathey,E Coli,0,Orgs/100mL
5691254,2018-07-25,S11076,Strathmore,Turbidity,5.68,NTU
5734453,2018-07-29,S11765,Southwold,E Coli,0,Orgs/100mL
5691154,2018-07-24,S14733,Bellmoral,Turbidity,0.2,NTU
5691252,2018-07-25,S18344,Pontybridge,E Coli,0,Orgs/100mL
5691253,2018-07-25,S19836,Swadlincote,Turbidity,0.2,NTU
5691253,2018-07-25,S19836,Swadlincote,E Coli,0,Orgs/100mL
5691230,2018-07-25,S14790,Blancathey,Turbidity,0.2,NTU
5691239,2018-07-25,S18038,Paethsmouth,E Coli,0,Orgs/100mL
5691237,2018-07-25,S13397,Merton,E Coli,0,Orgs/100mL
5734754,2018-08-08,S19541,Paethsmouth,Turbidity,0.3,NTU
5734780,2018-08-08,S14812,Swadlincote,THMs,0.016,mg/L
5765957,2018-09-05,S17173,Swadlincote,E Coli,0,Orgs/100mL
5765946,2018-09-05,S12678,Snake's Canyon,E Coli,0,Orgs/100mL
5765944,2018-09-05,S14735,Paethsmouth,E Coli,0,Orgs/100mL
5690959,2018-07-18,S13317,Pontybridge,E Coli,0,Orgs/100mL
5690906,2018-07-18,S18691,Paethsmouth,E Coli,0,Orgs/100mL
5734760,2018-08-08,S17805,Tarnstead,Turbidity,0.2,NTU
5735940,2018-08-08,S17805,Tarnstead,THMs,0.073,mg/L
5734773,2018-08-08,S14812,Swadlincote,Turbidity,0.2,NTU
5735251,2018-08-23,S16589,Swadlincote,E Coli,0,Orgs/100mL
5735230,2018-08-22,S14755,Blancathey,Turbidity,0.2,NTU
5735284,2018-08-26,S13371,Southwold,Turbidity,0.2,NTU
5735251,2018-08-23,S16589,Swadlincote,Turbidity,0.2,NTU
5735237,2018-08-22,S10837,Tarnstead,Turbidity,0.2,NTU
5735255,2018-08-23,S14101,Pontybridge,Turbidity,0.2,NTU
5737431,2018-08-29,S13306,Pontybridge,E Coli,0,Orgs/100mL
5737429,2018-08-29,S13446,Wakefield,E Coli,0,Orgs/100mL
5737428,2018-08-29,S13856,Snake's Canyon,Turbidity,0.2,NTU
5737429,2018-08-29,S13446,Wakefield,Turbidity,0.2,NTU
5735232,2018-08-22,S18186,Merton,Turbidity,0.1,NTU
5735342,2018-08-28,S14758,Bellmoral,E Coli,0,Orgs/100mL
5737432,2018-08-29,S12566,Swadlincote,E Coli,0,Orgs/100mL
5737425,2018-08-29,S13397,Merton,E Coli,0,Orgs/100mL
5737424,2018-08-29,S14415,Blancathey,E Coli,0,Orgs/100mL
5737430,2018-08-29,S17721,Tarnstead,E Coli,0,Orgs/100mL
5737427,2018-08-29,S13148,Paethsmouth,E Coli,0,Orgs/100mL
5737430,2018-08-29,S17721,Tarnstead,Turbidity,0.2,NTU
5735342,2018-08-28,S14758,Bellmoral,Turbidity,0.2,NTU
5765759,2018-09-02,S10133,Southwold,Turbidity,0.2,NTU
5734723,2018-08-07,S17620,Bellmoral,Turbidity,0.2,NTU
5735235,2018-08-22,S13971,Snake's Canyon,Turbidity,0.3,NTU
5766226,2018-09-12,S17923,Paethsmouth,E Coli,0,Orgs/100mL
5766241,2018-09-12,S11466,Snake's Canyon,E Coli,0,Orgs/100mL
5462769,2018-03-07,S17696,Tarnstead,E Coli,0,Orgs/100mL
5462780,2018-03-07,S14363,Swadlincote,E Coli,0,Orgs/100mL
5690306,2018-07-04,S13397,Merton,E Coli,0,Orgs/100mL
5690312,2018-07-04,S17923,Paethsmouth,E Coli,0,Orgs/100mL
5690304,2018-07-04,S18578,Blancathey,E Coli,0,Orgs/100mL
5690315,2018-07-04,S17463,Snake's Canyon,E Coli,0,Orgs/100mL
5690307,2018-07-04,S14487,Paethsmouth,E Coli,0,Orgs/100mL
5690314,2018-07-04,S11466,Snake's Canyon,E Coli,0,Orgs/100mL
5690317,2018-07-04,S17805,Tarnstead,E Coli,0,Orgs/100mL
5690340,2018-07-05,S17173,Swadlincote,E Coli,0,Orgs/100mL
5690339,2018-07-05,S14065,Pontybridge,E Coli,0,Orgs/100mL
5690304,2018-07-04,S18578,Blancathey,Turbidity,0.1,NTU
5690339,2018-07-05,S14065,Pontybridge,Turbidity,0.2,NTU
5690317,2018-07-04,S17805,Tarnstead,Turbidity,0.2,NTU
5582217,2018-06-14,S13397,Merton,E Coli,0,Orgs/100mL
5690307,2018-07-04,S14487,Paethsmouth,Turbidity,0.1,NTU
5735029,2018-08-15,S12669,Paethsmouth,E Coli,0,Orgs/100mL
5734545,2018-08-01,S11422,Swadlincote,Turbidity,0.2,NTU
5735053,2018-08-15,S18255,Swadlincote,E Coli,0,Orgs/100mL
5735030,2018-08-15,S13798,Snake's Canyon,E Coli,0,Orgs/100mL
5734557,2018-08-01,S15280,Strathmore,THMs,0.062,mg/L
5734546,2018-08-01,S15280,Strathmore,Turbidity,0.1,NTU
5734752,2018-08-08,S10703,Paethsmouth,E Coli,0,Orgs/100mL
5690576,2018-07-10,S16669,Bellmoral,E Coli,0,Orgs/100mL
5690350,2018-07-05,S16510,Strathmore,THMs,0.047,mg/L
5734723,2018-08-07,S17620,Bellmoral,E Coli,0,Orgs/100mL
5734609,2018-08-05,S13500,Southwold,THMs,0.016,mg/L
5734735,2018-08-08,S17296,Blancathey,E Coli,0,Orgs/100mL
5734754,2018-08-08,S19541,Paethsmouth,E Coli,0,Orgs/100mL
5734594,2018-08-05,S13500,Southwold,Turbidity,0.3,NTU
5734775,2018-08-08,S16510,Strathmore,E Coli,0,Orgs/100mL
5690256,2018-07-03,S16276,Bellmoral,Turbidity,0.2,NTU
5734772,2018-08-08,S18703,Pontybridge,E Coli,0,Orgs/100mL
5734773,2018-08-08,S14812,Swadlincote,E Coli,0,Orgs/100mL
5580000,2018-04-05,S19339,Paethsmouth,Turbidity,0.05,NTU
5734759,2018-08-08,S16870,Wakefield,E Coli,0,Orgs/100mL
5606057,2018-04-03,S16870,Wakefield,Turbidity,0.05,NTU
5580298,2018-04-11,S18255,Swadlincote,E Coli,0,Orgs/100mL
5580276,2018-04-11,S17075,Paethsmouth,E Coli,0,Orgs/100mL
5580261,2018-04-11,S12012,Blancathey,E Coli,0,Orgs/100mL
5690442,2018-07-08,S11715,Southwold,THMs,0.012,mg/L
5734760,2018-08-08,S17805,Tarnstead,E Coli,0,Orgs/100mL
5734750,2018-08-08,S15984,Blancathey,E Coli,0,Orgs/100mL
5766735,2018-09-26,S19914,Merton,Turbidity,0.2,NTU
5766735,2018-09-26,S19914,Merton,E Coli,0,Orgs/100mL
5766749,2018-09-26,S11254,Wakefield,Turbidity,0.2,NTU
5766733,2018-09-26,S11021,Blancathey,E Coli,0,Orgs/100mL
5766737,2018-09-26,S17725,Paethsmouth,Turbidity,0.3,NTU
5766757,2018-09-26,S18344,Pontybridge,Turbidity,0.2,NTU
5766759,2018-09-26,S14271,Strathmore,E Coli,0,Orgs/100mL
5766749,2018-09-26,S11254,Wakefield,E Coli,0,Orgs/100mL
5766738,2018-09-26,S11207,Snake's Canyon,Turbidity,0.2,NTU
5766736,2018-09-26,S19152,Paethsmouth,E Coli,0,Orgs/100mL
5690615,2018-07-11,S17058,Paethsmouth,E Coli,0,Orgs/100mL
5690613,2018-07-11,S18186,Merton,E Coli,0,Orgs/100mL
5799173,2018-11-01,S10837,Tarnstead,Turbidity,0.3,NTU
5282157,2017-09-10,S14049,Southwold,THMs,0.007,mg/L
5344541,2017-10-25,S10990,Snake's Canyon,Turbidity,0.1,NTU
5580794,2018-04-26,S14735,Paethsmouth,Turbidity,0.1,NTU
5580799,2018-04-26,S10837,Tarnstead,Turbidity,0.1,NTU
5459869,2018-02-11,S14049,Southwold,E Coli,0,Orgs/100mL
5459787,2018-02-07,S13397,Merton,THMs,0.11,mg/L
5281350,2017-08-16,S13397,Merton,Turbidity,0.2,NTU
5281321,2017-08-15,S16276,Bellmoral,Turbidity,0.2,NTU
5580554,2018-04-18,S18578,Blancathey,E Coli,0,Orgs/100mL
5580557,2018-04-18,S12051,Paethsmouth,E Coli,0,Orgs/100mL
5580378,2018-04-16,S12112,Southwold,THMs,0.008,mg/L
5580591,2018-04-18,S14101,Pontybridge,Turbidity,0.05,NTU
5580557,2018-04-18,S12051,Paethsmouth,Turbidity,0.05,NTU
5281374,2017-08-16,S13306,Pontybridge,E Coli,0,Orgs/100mL
5460011,2018-02-13,S13874,Bellmoral,Turbidity,0.3,NTU
5459813,2018-02-07,S16510,Strathmore,THMs,0.049,mg/L
5460033,2018-02-14,S14487,Paethsmouth,E Coli,0,Orgs/100mL
5460055,2018-02-14,S15163,Strathmore,E Coli,0,Orgs/100mL
5460036,2018-02-14,S11858,Wakefield,E Coli,0,Orgs/100mL
5459792,2018-02-07,S17696,Tarnstead,E Coli,0,Orgs/100mL
5459776,2018-02-07,S13148,Paethsmouth,E Coli,0,Orgs/100mL
5460058,2018-02-14,S14101,Pontybridge,E Coli,0,Orgs/100mL
5460030,2018-02-14,S17516,Blancathey,E Coli,0,Orgs/100mL
5460031,2018-02-15,S15513,Merton,Turbidity,0.1,NTU
5460058,2018-02-14,S14101,Pontybridge,Turbidity,0.05,NTU
5460300,2018-02-21,S10837,Tarnstead,THMs,0.18,mg/L
5460298,2018-02-21,S11207,Snake's Canyon,THMs,0.081,mg/L
5460307,2018-02-21,S12566,Swadlincote,E Coli,0,Orgs/100mL
5460512,2018-02-28,S14790,Blancathey,E Coli,0,Orgs/100mL
5460525,2018-02-28,S17173,Swadlincote,E Coli,0,Orgs/100mL
5460524,2018-02-28,S14065,Pontybridge,E Coli,0,Orgs/100mL
5460516,2018-02-28,S16870,Wakefield,E Coli,0,Orgs/100mL
5460037,2018-02-14,S17721,Tarnstead,E Coli,0,Orgs/100mL
5460582,2018-03-04,S13500,Southwold,E Coli,0,Orgs/100mL
5566186,2018-02-28,S12377,Paethsmouth,Turbidity,0.05,NTU
5460035,2018-02-15,S14735,Paethsmouth,Turbidity,0.05,NTU
5460032,2018-02-15,S17463,Snake's Canyon,Turbidity,0.1,NTU
5460034,2018-02-15,S17923,Paethsmouth,E Coli,0,Orgs/100mL
5460055,2018-02-14,S15163,Strathmore,Turbidity,0.1,NTU
5460036,2018-02-14,S11858,Wakefield,Turbidity,0.05,NTU
5460032,2018-02-15,S17463,Snake's Canyon,E Coli,0,Orgs/100mL
5460038,2018-02-15,S14901,Snake's Canyon,E Coli,0,Orgs/100mL
5460037,2018-02-14,S17721,Tarnstead,Turbidity,0.05,NTU
5460035,2018-02-15,S14735,Paethsmouth,E Coli,0,Orgs/100mL
5580565,2018-04-18,S11466,Snake's Canyon,THMs,0.006,mg/L
5580816,2018-04-26,S13306,Pontybridge,Turbidity,0.2,NTU
5605795,2018-06-26,S14758,Bellmoral,E Coli,0,Orgs/100mL
5580279,2018-04-11,S17081,Snake's Canyon,E Coli,0,Orgs/100mL
5734734,2018-08-08,S14514,Blancathey,E Coli,0,Orgs/100mL
5766239,2018-09-12,S13230,Paethsmouth,E Coli,0,Orgs/100mL
5766222,2018-09-12,S15996,Blancathey,E Coli,0,Orgs/100mL
5734757,2018-08-08,S11281,Snake's Canyon,E Coli,0,Orgs/100mL
5735246,2018-08-22,S13971,Snake's Canyon,THMs,0.01,mg/L
5735235,2018-08-22,S13971,Snake's Canyon,E Coli,0,Orgs/100mL
5735252,2018-08-23,S14271,Strathmore,E Coli,0,Orgs/100mL
5579986,2018-04-04,S13856,Snake's Canyon,E Coli,0,Orgs/100mL
5580299,2018-04-11,S15280,Strathmore,E Coli,0,Orgs/100mL
5580278,2018-04-11,S12678,Snake's Canyon,E Coli,0,Orgs/100mL
5766224,2018-09-12,S15513,Merton,E Coli,0,Orgs/100mL
5580579,2018-04-18,S16589,Swadlincote,E Coli,0,Orgs/100mL
5580556,2018-04-18,S15513,Merton,E Coli,0,Orgs/100mL
5569047,2018-03-07,S13446,Wakefield,Turbidity,0.4,NTU
5594868,2018-06-20,S12678,Snake's Canyon,E Coli,0,Orgs/100mL
5594858,2018-06-20,S14415,Blancathey,E Coli,0,Orgs/100mL
5594881,2018-06-20,S14101,Pontybridge,Turbidity,0.2,NTU
5580985,2018-05-02,S17696,Tarnstead,Turbidity,0.1,NTU
5589265,2018-06-19,S13874,Bellmoral,THMs,0.009,mg/L
5594869,2018-06-20,S13446,Wakefield,Turbidity,0.2,NTU
5460054,2018-02-14,S16589,Swadlincote,E Coli,0,Orgs/100mL
5460029,2018-02-14,S17245,Blancathey,E Coli,0,Orgs/100mL
5460054,2018-02-14,S16589,Swadlincote,Turbidity,0.1,NTU
5589255,2018-06-19,S13874,Bellmoral,Turbidity,0.2,NTU
5594857,2018-06-20,S19811,Blancathey,Turbidity,0.2,NTU
5594868,2018-06-20,S12678,Snake's Canyon,Turbidity,0.2,NTU
5594878,2018-06-20,S11076,Strathmore,Turbidity,0.1,NTU
5594860,2018-06-20,S17075,Paethsmouth,Turbidity,0.3,NTU
5605835,2018-06-27,S13306,Pontybridge,Turbidity,0.1,NTU
5605818,2018-06-27,S17696,Tarnstead,Turbidity,0.2,NTU
5605816,2018-06-27,S17081,Snake's Canyon,Turbidity,0.2,NTU
5594859,2018-06-20,S19914,Merton,Turbidity,0.3,NTU
5594882,2018-06-20,S13446,Wakefield,THMs,0.04,mg/L
5594933,2018-06-24,S13531,Southwold,E Coli,0,Orgs/100mL
5566188,2018-02-28,S16870,Wakefield,Turbidity,0.05,NTU
5566191,2018-02-28,S11076,Strathmore,Turbidity,0.05,NTU
5594877,2018-06-20,S16589,Swadlincote,Turbidity,0.3,NTU
5594870,2018-06-20,S17721,Tarnstead,Turbidity,0.3,NTU
5594883,2018-06-20,S17721,Tarnstead,THMs,0.049,mg/L
5472295,2018-03-14,S18588,Bellmoral,E Coli,0,Orgs/100mL
5690316,2018-07-04,S16870,Wakefield,E Coli,0,Orgs/100mL
5690614,2018-07-11,S12377,Paethsmouth,E Coli,0,Orgs/100mL
5735209,2018-08-22,S13874,Bellmoral,Turbidity,0.2,NTU
5735233,2018-08-22,S17075,Paethsmouth,Turbidity,0.2,NTU
5735236,2018-08-22,S11254,Wakefield,Turbidity,0.1,NTU
5734757,2018-08-08,S11281,Snake's Canyon,Turbidity,0.3,NTU
5847719,2018-11-14,S11076,Strathmore,E Coli,0,Orgs/100mL
5766322,2018-09-16,S12112,Southwold,E Coli,0,Orgs/100mL
5734775,2018-08-08,S16510,Strathmore,Turbidity,0.2,NTU
5734751,2018-08-08,S13397,Merton,Turbidity,0.2,NTU
5734759,2018-08-08,S16870,Wakefield,Turbidity,5,NTU
5798308,2018-10-10,S19541,Paethsmouth,Turbidity,0.2,NTU
5594933,2018-06-24,S13531,Southwold,Turbidity,0.1,NTU
5737428,2018-08-29,S13856,Snake's Canyon,E Coli,0,Orgs/100mL
5737431,2018-08-29,S13306,Pontybridge,Turbidity,0.2,NTU
5766029,2018-09-09,S13531,Southwold,Turbidity,0.2,NTU
5766243,2018-09-12,S17805,Tarnstead,Turbidity,0.2,NTU
5766242,2018-09-12,S16870,Wakefield,Turbidity,0.3,NTU
5765927,2018-09-05,S15053,Blancathey,E Coli,0,Orgs/100mL
5765958,2018-09-05,S16510,Strathmore,E Coli,0,Orgs/100mL
5735245,2018-08-22,S17075,Paethsmouth,THMs,0.008,mg/L
5766263,2018-09-13,S15280,Strathmore,Turbidity,0.2,NTU
5766254,2018-09-13,S14363,Swadlincote,E Coli,0,Orgs/100mL
5766254,2018-09-13,S14363,Swadlincote,Turbidity,0.2,NTU
5737423,2018-08-29,S12012,Blancathey,E Coli,0,Orgs/100mL
5737426,2018-08-29,S12436,Paethsmouth,E Coli,0,Orgs/100mL
5737426,2018-08-29,S12436,Paethsmouth,Turbidity,0.2,NTU
5580281,2018-04-11,S10837,Tarnstead,E Coli,0,Orgs/100mL
5580275,2018-04-11,S13397,Merton,E Coli,0,Orgs/100mL
5580273,2018-04-11,S14975,Blancathey,E Coli,0,Orgs/100mL
5580280,2018-04-11,S13446,Wakefield,E Coli,0,Orgs/100mL
5766243,2018-09-12,S17805,Tarnstead,E Coli,0,Orgs/100mL
5766242,2018-09-12,S16870,Wakefield,E Coli,0,Orgs/100mL
5766263,2018-09-13,S15280,Strathmore,E Coli,0,Orgs/100mL
5580277,2018-04-11,S12669,Paethsmouth,E Coli,0,Orgs/100mL
5580274,2018-04-11,S14415,Blancathey,E Coli,0,Orgs/100mL
